id,lat,lon,flock
885709933,42.9624622,-70.8564139,0
885709940,42.9624432,-70.8562471,0
895542735,28.5132145,-81.3391268,1
902682787,52.1504794,21.063052,0
928855911,36.5596156,-119.377117,1
936545430,-31.9000044,115.9620024,0
939282472,18.210871,-67.1451958,1
945630763,59.95268,10.63352,0
947469259,-34.6538045,-58.5284299,0
975187896,43.6785779,10.8474168,0
980008592,59.94009,10.851658,0
989270371,42.5443978,-6.5894471,0
992003538,43.3666574,-5.8404725,0
992003841,40.4210327,-3.6679819,0
992004564,40.4351825,-3.6750702,0
992007050,43.3560007,-5.8551837,0
1001783368,-32.037173,115.7494229,0
1008161417,52.4750796,-1.8868421,0
